,function,sup1,sup2,sup3,sup4,sup5,salary,gender,disabled,race,yearsinposition,yearsinprofession,age,cred1,cred2,highestdegree,inst1,inst2,inst3,inst4,inst5,instbudget,city,state,zip,country,category,instsize,insttype,median,mean,pop,b19013_001,no_male_hs_p,no_female_hs_p,at_least_hs_male_p,at_least_hs_female_p,at_least_bach_male_p,at_least_bach_female_p,male_unemployment,female_unemployment,snap,renter,median_rent,foreign_born,value_for_owner-occupied_housing_units:__total:_,"value_for_owner-occupied_housing_units:__less_than_$10,000_","value_for_owner-occupied_housing_units:__$10,000_to_$14,999_","value_for_owner-occupied_housing_units:__$15,000_to_$19,999_","value_for_owner-occupied_housing_units:__$20,000_to_$24,999_","value_for_owner-occupied_housing_units:__$25,000_to_$29,999_","value_for_owner-occupied_housing_units:__$30,000_to_$34,999_","value_for_owner-occupied_housing_units:__$35,000_to_$39,999_","value_for_owner-occupied_housing_units:__$40,000_to_$49,999_","value_for_owner-occupied_housing_units:__$50,000_to_$59,999_","value_for_owner-occupied_housing_units:__$60,000_to_$69,999_","value_for_owner-occupied_housing_units:__$70,000_to_$79,999_","value_for_owner-occupied_housing_units:__$80,000_to_$89,999_","value_for_owner-occupied_housing_units:__$90,000_to_$99,999_","value_for_owner-occupied_housing_units:__$100,000_to_$124,999_","value_for_owner-occupied_housing_units:__$125,000_to_$149,999_","value_for_owner-occupied_housing_units:__$150,000_to_$174,999_","value_for_owner-occupied_housing_units:__$175,000_to_$199,999_","value_for_owner-occupied_housing_units:__$200,000_to_$249,999_","value_for_owner-occupied_housing_units:__$250,000_to_$299,999_","value_for_owner-occupied_housing_units:__$300,000_to_$399,999_","value_for_owner-occupied_housing_units:__$400,000_to_$499,999_","value_for_owner-occupied_housing_units:__$500,000_to_$749,999_","value_for_owner-occupied_housing_units:__$750,000_to_$999,999_","value_for_owner-occupied_housing_units:__$1,000,000_or_more_",sex_by_age:__male:_,sex_by_age:__male:_under_5_years_,sex_by_age:__male:_5_to_9_years_,sex_by_age:__male:_10_to_14_years_,sex_by_age:__male:_15_to_17_years_,sex_by_age:__male:_18_and_19_years_,sex_by_age:__male:_20_years_,sex_by_age:__male:_21_years_,sex_by_age:__male:_22_to_24_years_,sex_by_age:__male:_25_to_29_years_,sex_by_age:__male:_30_to_34_years_,sex_by_age:__male:_35_to_39_years_,sex_by_age:__male:_40_to_44_years_,sex_by_age:__male:_45_to_49_years_,sex_by_age:__male:_50_to_54_years_,sex_by_age:__male:_55_to_59_years_,sex_by_age:__male:_60_and_61_years_,sex_by_age:__male:_62_to_64_years_,sex_by_age:__male:_65_and_66_years_,sex_by_age:__male:_67_to_69_years_,sex_by_age:__male:_70_to_74_years_,sex_by_age:__male:_75_to_79_years_,sex_by_age:__male:_80_to_84_years_,sex_by_age:__male:_85_years_and_over_,sex_by_age:__female:_,sex_by_age:__female:_under_5_years_,sex_by_age:__female:_5_to_9_years_,sex_by_age:__female:_10_to_14_years_,sex_by_age:__female:_15_to_17_years_,sex_by_age:__female:_18_and_19_years_,sex_by_age:__female:_20_years_,sex_by_age:__female:_21_years_,sex_by_age:__female:_22_to_24_years_,sex_by_age:__female:_25_to_29_years_,sex_by_age:__female:_30_to_34_years_,sex_by_age:__female:_35_to_39_years_,sex_by_age:__female:_40_to_44_years_,sex_by_age:__female:_45_to_49_years_,sex_by_age:__female:_50_to_54_years_,sex_by_age:__female:_55_to_59_years_,sex_by_age:__female:_60_and_61_years_,sex_by_age:__female:_62_to_64_years_,sex_by_age:__female:_65_and_66_years_,sex_by_age:__female:_67_to_69_years_,sex_by_age:__female:_70_to_74_years_,sex_by_age:__female:_75_to_79_years_,sex_by_age:__female:_80_to_84_years_,sex_by_age:__female:_85_years_and_over_,commute_over_60,full_time,part_time,high_rent_burden,extreme_rent_burden
590,position6,0,0,1,40,2,36615.0,Woman,False,African American,1.0,1.0,26.0,False,False,Master's Degree,16,11,8,450,10,3583493.0,Tampa,FL,33620,United States,one,41116.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,position13,1,3,1,50,1,47000.0,Man,False,Caucasian,3.0,6.0,40.0,False,False,Master's Degree,16,11,8,450,10,3583493.0,Tampa,FL,33620,United States,one,41116.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,position13,2,3,1,40,8,51693.0,Woman,False,African American,4.0,8.0,40.0,False,False,Doctoral,16,11,8,450,10,3583493.0,Tampa,FL,33620,United States,one,41116.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,position3,14,11,8,10,2,65725.0,Man,False,Caucasian,10.0,16.0,40.0,False,False,Master's Degree,16,11,8,450,10,3583493.0,Tampa,FL,33620,United States,one,41116.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,position11,0,0,2,20,0,36615.0,Woman,False,Caucasian,6.0,6.0,30.0,False,False,Master's Degree,16,11,8,450,10,3583493.0,Tampa,FL,33620,United States,one,41116.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,position15,0,0,1,50,2,36615.0,Man,False,Caucasian,2.0,2.0,26.0,False,False,Master's Degree,16,11,8,450,10,3583493.0,Tampa,FL,33620,United States,one,41116.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,position13,3,0,2,40,2,47000.0,Man,False,Caucasian,1.0,6.0,40.0,False,False,Master's Degree,16,11,8,450,10,3583493.0,Tampa,FL,33620,United States,one,41116.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,position12,0,0,1,30,10,36615.0,Woman,False,Caucasian,3.0,3.0,28.0,False,False,Master's Degree,16,11,8,450,10,3583493.0,Tampa,FL,33620,United States,one,41116.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,position1,15,11,8,10,2,88697.0,Man,False,Caucasian,10.0,35.0,59.0,True,False,Master's Degree,16,11,8,450,10,3583493.0,Tampa,FL,33620,United States,one,41116.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,position17,1,0,0,10,2,48721.0,Woman,False,Caucasian,25.0,25.0,48.0,False,False,Bachelor's Degree,16,11,8,450,10,3583493.0,Tampa,FL,33620,United States,one,41116.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,position1,5,3,7,200,0,71622.0,Man,False,Caucasian,15.0,37.0,59.0,True,True,Master's Degree,6,3,7,200,5,2124084.0,Miami,FL,33199,United States,one,46171.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,position6,0,0,2,40,5,42208.0,Woman,False,Biracial,4.0,8.0,31.0,False,False,Master's Degree,6,3,7,200,5,2124084.0,Miami,FL,33199,United States,one,46171.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,position25,0,1,0,0,0,34134.0,Man,False,Hispanic,9.0,,55.0,False,False,No College Degree,6,3,7,200,5,2124084.0,Miami,FL,33199,United States,one,46171.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,position9,0,0,2,30,0,46000.0,Man,False,Caucasian,1.0,9.0,32.0,False,False,Master's Degree,6,3,7,200,5,2124084.0,Miami,FL,33199,United States,one,46171.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,position15,0,3,2,130,0,44000.0,Man,False,African American,2.0,4.0,28.0,False,False,Master's Degree,6,3,7,200,5,2124084.0,Miami,FL,33199,United States,one,46171.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,position17,0,0,0,0,0,36237.0,Woman,False,Hispanic,2.0,4.0,34.0,False,False,Master's Degree,6,3,7,200,5,2124084.0,Miami,FL,33199,United States,one,46171.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,position15,0,0,0,0,0,30091.0,Woman,False,Hispanic,9.0,,56.0,False,False,No College Degree,6,3,7,200,5,2124084.0,Miami,FL,33199,United States,one,46171.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,position3,2,3,0,200,0,52510.0,Man,False,Hispanic,14.0,14.0,52.0,False,False,Bachelor's Degree,6,3,7,200,5,2124084.0,Miami,FL,33199,United States,one,46171.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,position15,0,0,0,0,0,29259.0,Man,False,Hispanic,9.0,,52.0,False,False,No College Degree,6,3,7,200,5,2124084.0,Miami,FL,33199,United States,one,46171.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,position7,0,0,0,1,3,53237.0,Woman,False,Hispanic,9.0,9.0,33.0,False,False,Doctoral,12,8,0,320,60,4642143.0,Coral Gables,FL,33146,United States,one,16172.0,Private Institution,"75,696","95,773","10,444",105545.0,3.371900826,6.105324073999999,96.62809917,93.89467593,76.09917355,62.87615741,3.542930099,3.139960574,0.9753298909999999,19.01893287,1752.0,24.01738352,2823.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,9.0,0.0,19.0,0.0,0.0,3.0,55.0,36.0,21.0,80.0,36.0,167.0,112.0,916.0,554.0,804.0,7657.0,492.0,225.0,596.0,246.0,1731.0,572.0,450.0,320.0,230.0,123.0,171.0,567.0,408.0,237.0,251.0,90.0,232.0,75.0,155.0,158.0,100.0,120.0,108.0,7990.0,175.0,389.0,263.0,210.0,1875.0,592.0,436.0,594.0,186.0,197.0,312.0,523.0,489.0,199.0,346.0,133.0,150.0,29.0,174.0,154.0,136.0,198.0,230.0,3.15732172,49.60390006,50.39609994,46.15384615,33.18250377
557,position22,0,0,0,2,0,42392.0,Woman,False,African American,7.0,7.0,44.0,False,False,Associate's Degree,12,8,0,320,60,4642143.0,Coral Gables,FL,33146,United States,one,16172.0,Private Institution,"75,696","95,773","10,444",105545.0,3.371900826,6.105324073999999,96.62809917,93.89467593,76.09917355,62.87615741,3.542930099,3.139960574,0.9753298909999999,19.01893287,1752.0,24.01738352,2823.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,9.0,0.0,19.0,0.0,0.0,3.0,55.0,36.0,21.0,80.0,36.0,167.0,112.0,916.0,554.0,804.0,7657.0,492.0,225.0,596.0,246.0,1731.0,572.0,450.0,320.0,230.0,123.0,171.0,567.0,408.0,237.0,251.0,90.0,232.0,75.0,155.0,158.0,100.0,120.0,108.0,7990.0,175.0,389.0,263.0,210.0,1875.0,592.0,436.0,594.0,186.0,197.0,312.0,523.0,489.0,199.0,346.0,133.0,150.0,29.0,174.0,154.0,136.0,198.0,230.0,3.15732172,49.60390006,50.39609994,46.15384615,33.18250377
561,position12,0,0,0,15,50,47000.0,Woman,False,Caucasian,0.0,3.0,25.0,False,False,Master's Degree,12,8,0,320,60,4642143.0,Coral Gables,FL,33146,United States,one,16172.0,Private Institution,"75,696","95,773","10,444",105545.0,3.371900826,6.105324073999999,96.62809917,93.89467593,76.09917355,62.87615741,3.542930099,3.139960574,0.9753298909999999,19.01893287,1752.0,24.01738352,2823.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,9.0,0.0,19.0,0.0,0.0,3.0,55.0,36.0,21.0,80.0,36.0,167.0,112.0,916.0,554.0,804.0,7657.0,492.0,225.0,596.0,246.0,1731.0,572.0,450.0,320.0,230.0,123.0,171.0,567.0,408.0,237.0,251.0,90.0,232.0,75.0,155.0,158.0,100.0,120.0,108.0,7990.0,175.0,389.0,263.0,210.0,1875.0,592.0,436.0,594.0,186.0,197.0,312.0,523.0,489.0,199.0,346.0,133.0,150.0,29.0,174.0,154.0,136.0,198.0,230.0,3.15732172,49.60390006,50.39609994,46.15384615,33.18250377
560,position14,0,0,0,0,0,65110.0,Man,False,Hispanic,6.0,6.0,36.0,False,False,Master's Degree,12,8,0,320,60,4642143.0,Coral Gables,FL,33146,United States,one,16172.0,Private Institution,"75,696","95,773","10,444",105545.0,3.371900826,6.105324073999999,96.62809917,93.89467593,76.09917355,62.87615741,3.542930099,3.139960574,0.9753298909999999,19.01893287,1752.0,24.01738352,2823.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,9.0,0.0,19.0,0.0,0.0,3.0,55.0,36.0,21.0,80.0,36.0,167.0,112.0,916.0,554.0,804.0,7657.0,492.0,225.0,596.0,246.0,1731.0,572.0,450.0,320.0,230.0,123.0,171.0,567.0,408.0,237.0,251.0,90.0,232.0,75.0,155.0,158.0,100.0,120.0,108.0,7990.0,175.0,389.0,263.0,210.0,1875.0,592.0,436.0,594.0,186.0,197.0,312.0,523.0,489.0,199.0,346.0,133.0,150.0,29.0,174.0,154.0,136.0,198.0,230.0,3.15732172,49.60390006,50.39609994,46.15384615,33.18250377
566,position6,2,0,0,86,50,78680.0,Man,False,Caucasian,16.0,16.0,40.0,False,False,Doctoral,12,8,0,320,60,4642143.0,Coral Gables,FL,33146,United States,one,16172.0,Private Institution,"75,696","95,773","10,444",105545.0,3.371900826,6.105324073999999,96.62809917,93.89467593,76.09917355,62.87615741,3.542930099,3.139960574,0.9753298909999999,19.01893287,1752.0,24.01738352,2823.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,9.0,0.0,19.0,0.0,0.0,3.0,55.0,36.0,21.0,80.0,36.0,167.0,112.0,916.0,554.0,804.0,7657.0,492.0,225.0,596.0,246.0,1731.0,572.0,450.0,320.0,230.0,123.0,171.0,567.0,408.0,237.0,251.0,90.0,232.0,75.0,155.0,158.0,100.0,120.0,108.0,7990.0,175.0,389.0,263.0,210.0,1875.0,592.0,436.0,594.0,186.0,197.0,312.0,523.0,489.0,199.0,346.0,133.0,150.0,29.0,174.0,154.0,136.0,198.0,230.0,3.15732172,49.60390006,50.39609994,46.15384615,33.18250377
567,position1,11,8,0,320,60,150000.0,Man,False,Caucasian,1.0,29.0,59.0,True,False,Master's Degree,12,8,0,320,60,4642143.0,Coral Gables,FL,33146,United States,one,16172.0,Private Institution,"75,696","95,773","10,444",105545.0,3.371900826,6.105324073999999,96.62809917,93.89467593,76.09917355,62.87615741,3.542930099,3.139960574,0.9753298909999999,19.01893287,1752.0,24.01738352,2823.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,9.0,0.0,19.0,0.0,0.0,3.0,55.0,36.0,21.0,80.0,36.0,167.0,112.0,916.0,554.0,804.0,7657.0,492.0,225.0,596.0,246.0,1731.0,572.0,450.0,320.0,230.0,123.0,171.0,567.0,408.0,237.0,251.0,90.0,232.0,75.0,155.0,158.0,100.0,120.0,108.0,7990.0,175.0,389.0,263.0,210.0,1875.0,592.0,436.0,594.0,186.0,197.0,312.0,523.0,489.0,199.0,346.0,133.0,150.0,29.0,174.0,154.0,136.0,198.0,230.0,3.15732172,49.60390006,50.39609994,46.15384615,33.18250377
568,position9,0,1,0,127,15,61200.0,Man,False,Hispanic,8.0,20.0,38.0,False,True,Master's Degree,12,8,0,320,60,4642143.0,Coral Gables,FL,33146,United States,one,16172.0,Private Institution,"75,696","95,773","10,444",105545.0,3.371900826,6.105324073999999,96.62809917,93.89467593,76.09917355,62.87615741,3.542930099,3.139960574,0.9753298909999999,19.01893287,1752.0,24.01738352,2823.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,9.0,0.0,19.0,0.0,0.0,3.0,55.0,36.0,21.0,80.0,36.0,167.0,112.0,916.0,554.0,804.0,7657.0,492.0,225.0,596.0,246.0,1731.0,572.0,450.0,320.0,230.0,123.0,171.0,567.0,408.0,237.0,251.0,90.0,232.0,75.0,155.0,158.0,100.0,120.0,108.0,7990.0,175.0,389.0,263.0,210.0,1875.0,592.0,436.0,594.0,186.0,197.0,312.0,523.0,489.0,199.0,346.0,133.0,150.0,29.0,174.0,154.0,136.0,198.0,230.0,3.15732172,49.60390006,50.39609994,46.15384615,33.18250377
565,position11,1,0,0,7,2,59443.0,Woman,False,Caucasian,3.0,3.0,54.0,False,False,Master's Degree,12,8,0,320,60,4642143.0,Coral Gables,FL,33146,United States,one,16172.0,Private Institution,"75,696","95,773","10,444",105545.0,3.371900826,6.105324073999999,96.62809917,93.89467593,76.09917355,62.87615741,3.542930099,3.139960574,0.9753298909999999,19.01893287,1752.0,24.01738352,2823.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,9.0,0.0,19.0,0.0,0.0,3.0,55.0,36.0,21.0,80.0,36.0,167.0,112.0,916.0,554.0,804.0,7657.0,492.0,225.0,596.0,246.0,1731.0,572.0,450.0,320.0,230.0,123.0,171.0,567.0,408.0,237.0,251.0,90.0,232.0,75.0,155.0,158.0,100.0,120.0,108.0,7990.0,175.0,389.0,263.0,210.0,1875.0,592.0,436.0,594.0,186.0,197.0,312.0,523.0,489.0,199.0,346.0,133.0,150.0,29.0,174.0,154.0,136.0,198.0,230.0,3.15732172,49.60390006,50.39609994,46.15384615,33.18250377
563,position10,3,0,0,29,0,78838.0,Woman,False,Caucasian,20.0,20.0,58.0,False,False,Bachelor's Degree,12,8,0,320,60,4642143.0,Coral Gables,FL,33146,United States,one,16172.0,Private Institution,"75,696","95,773","10,444",105545.0,3.371900826,6.105324073999999,96.62809917,93.89467593,76.09917355,62.87615741,3.542930099,3.139960574,0.9753298909999999,19.01893287,1752.0,24.01738352,2823.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,9.0,0.0,19.0,0.0,0.0,3.0,55.0,36.0,21.0,80.0,36.0,167.0,112.0,916.0,554.0,804.0,7657.0,492.0,225.0,596.0,246.0,1731.0,572.0,450.0,320.0,230.0,123.0,171.0,567.0,408.0,237.0,251.0,90.0,232.0,75.0,155.0,158.0,100.0,120.0,108.0,7990.0,175.0,389.0,263.0,210.0,1875.0,592.0,436.0,594.0,186.0,197.0,312.0,523.0,489.0,199.0,346.0,133.0,150.0,29.0,174.0,154.0,136.0,198.0,230.0,3.15732172,49.60390006,50.39609994,46.15384615,33.18250377
558,position11,0,0,0,12,0,37791.0,Woman,False,Hispanic,7.0,7.0,44.0,False,False,No College Degree,12,8,0,320,60,4642143.0,Coral Gables,FL,33146,United States,one,16172.0,Private Institution,"75,696","95,773","10,444",105545.0,3.371900826,6.105324073999999,96.62809917,93.89467593,76.09917355,62.87615741,3.542930099,3.139960574,0.9753298909999999,19.01893287,1752.0,24.01738352,2823.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,9.0,0.0,19.0,0.0,0.0,3.0,55.0,36.0,21.0,80.0,36.0,167.0,112.0,916.0,554.0,804.0,7657.0,492.0,225.0,596.0,246.0,1731.0,572.0,450.0,320.0,230.0,123.0,171.0,567.0,408.0,237.0,251.0,90.0,232.0,75.0,155.0,158.0,100.0,120.0,108.0,7990.0,175.0,389.0,263.0,210.0,1875.0,592.0,436.0,594.0,186.0,197.0,312.0,523.0,489.0,199.0,346.0,133.0,150.0,29.0,174.0,154.0,136.0,198.0,230.0,3.15732172,49.60390006,50.39609994,46.15384615,33.18250377
559,position15,0,0,0,100,0,31824.0,Man,False,Hispanic,2.0,2.0,24.0,False,False,Bachelor's Degree,12,8,0,320,60,4642143.0,Coral Gables,FL,33146,United States,one,16172.0,Private Institution,"75,696","95,773","10,444",105545.0,3.371900826,6.105324073999999,96.62809917,93.89467593,76.09917355,62.87615741,3.542930099,3.139960574,0.9753298909999999,19.01893287,1752.0,24.01738352,2823.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,9.0,0.0,19.0,0.0,0.0,3.0,55.0,36.0,21.0,80.0,36.0,167.0,112.0,916.0,554.0,804.0,7657.0,492.0,225.0,596.0,246.0,1731.0,572.0,450.0,320.0,230.0,123.0,171.0,567.0,408.0,237.0,251.0,90.0,232.0,75.0,155.0,158.0,100.0,120.0,108.0,7990.0,175.0,389.0,263.0,210.0,1875.0,592.0,436.0,594.0,186.0,197.0,312.0,523.0,489.0,199.0,346.0,133.0,150.0,29.0,174.0,154.0,136.0,198.0,230.0,3.15732172,49.60390006,50.39609994,46.15384615,33.18250377
556,position5,0,0,0,2,0,45000.0,Man,False,Caucasian,1.0,1.0,23.0,False,False,Bachelor's Degree,12,8,0,320,60,4642143.0,Coral Gables,FL,33146,United States,one,16172.0,Private Institution,"75,696","95,773","10,444",105545.0,3.371900826,6.105324073999999,96.62809917,93.89467593,76.09917355,62.87615741,3.542930099,3.139960574,0.9753298909999999,19.01893287,1752.0,24.01738352,2823.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,9.0,0.0,19.0,0.0,0.0,3.0,55.0,36.0,21.0,80.0,36.0,167.0,112.0,916.0,554.0,804.0,7657.0,492.0,225.0,596.0,246.0,1731.0,572.0,450.0,320.0,230.0,123.0,171.0,567.0,408.0,237.0,251.0,90.0,232.0,75.0,155.0,158.0,100.0,120.0,108.0,7990.0,175.0,389.0,263.0,210.0,1875.0,592.0,436.0,594.0,186.0,197.0,312.0,523.0,489.0,199.0,346.0,133.0,150.0,29.0,174.0,154.0,136.0,198.0,230.0,3.15732172,49.60390006,50.39609994,46.15384615,33.18250377
555,position17,0,0,0,20,0,43860.0,Woman,False,Hispanic,2.0,3.0,27.0,False,False,Bachelor's Degree,12,8,0,320,60,4642143.0,Coral Gables,FL,33146,United States,one,16172.0,Private Institution,"75,696","95,773","10,444",105545.0,3.371900826,6.105324073999999,96.62809917,93.89467593,76.09917355,62.87615741,3.542930099,3.139960574,0.9753298909999999,19.01893287,1752.0,24.01738352,2823.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,9.0,0.0,19.0,0.0,0.0,3.0,55.0,36.0,21.0,80.0,36.0,167.0,112.0,916.0,554.0,804.0,7657.0,492.0,225.0,596.0,246.0,1731.0,572.0,450.0,320.0,230.0,123.0,171.0,567.0,408.0,237.0,251.0,90.0,232.0,75.0,155.0,158.0,100.0,120.0,108.0,7990.0,175.0,389.0,263.0,210.0,1875.0,592.0,436.0,594.0,186.0,197.0,312.0,523.0,489.0,199.0,346.0,133.0,150.0,29.0,174.0,154.0,136.0,198.0,230.0,3.15732172,49.60390006,50.39609994,46.15384615,33.18250377
554,position10,0,0,0,6,0,47250.0,Man,False,Caucasian,18.0,18.0,38.0,False,False,Bachelor's Degree,12,8,0,320,60,4642143.0,Coral Gables,FL,33146,United States,one,16172.0,Private Institution,"75,696","95,773","10,444",105545.0,3.371900826,6.105324073999999,96.62809917,93.89467593,76.09917355,62.87615741,3.542930099,3.139960574,0.9753298909999999,19.01893287,1752.0,24.01738352,2823.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,9.0,0.0,19.0,0.0,0.0,3.0,55.0,36.0,21.0,80.0,36.0,167.0,112.0,916.0,554.0,804.0,7657.0,492.0,225.0,596.0,246.0,1731.0,572.0,450.0,320.0,230.0,123.0,171.0,567.0,408.0,237.0,251.0,90.0,232.0,75.0,155.0,158.0,100.0,120.0,108.0,7990.0,175.0,389.0,263.0,210.0,1875.0,592.0,436.0,594.0,186.0,197.0,312.0,523.0,489.0,199.0,346.0,133.0,150.0,29.0,174.0,154.0,136.0,198.0,230.0,3.15732172,49.60390006,50.39609994,46.15384615,33.18250377
553,position15,1,4,0,100,0,86070.0,Man,False,Caucasian,20.0,20.0,60.0,False,False,Associate's Degree,12,8,0,320,60,4642143.0,Coral Gables,FL,33146,United States,one,16172.0,Private Institution,"75,696","95,773","10,444",105545.0,3.371900826,6.105324073999999,96.62809917,93.89467593,76.09917355,62.87615741,3.542930099,3.139960574,0.9753298909999999,19.01893287,1752.0,24.01738352,2823.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,9.0,0.0,19.0,0.0,0.0,3.0,55.0,36.0,21.0,80.0,36.0,167.0,112.0,916.0,554.0,804.0,7657.0,492.0,225.0,596.0,246.0,1731.0,572.0,450.0,320.0,230.0,123.0,171.0,567.0,408.0,237.0,251.0,90.0,232.0,75.0,155.0,158.0,100.0,120.0,108.0,7990.0,175.0,389.0,263.0,210.0,1875.0,592.0,436.0,594.0,186.0,197.0,312.0,523.0,489.0,199.0,346.0,133.0,150.0,29.0,174.0,154.0,136.0,198.0,230.0,3.15732172,49.60390006,50.39609994,46.15384615,33.18250377
562,position6,0,0,0,70,0,52860.0,Woman,False,Caucasian,3.0,3.0,29.0,False,False,Master's Degree,12,8,0,320,60,4642143.0,Coral Gables,FL,33146,United States,one,16172.0,Private Institution,"75,696","95,773","10,444",105545.0,3.371900826,6.105324073999999,96.62809917,93.89467593,76.09917355,62.87615741,3.542930099,3.139960574,0.9753298909999999,19.01893287,1752.0,24.01738352,2823.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,9.0,0.0,19.0,0.0,0.0,3.0,55.0,36.0,21.0,80.0,36.0,167.0,112.0,916.0,554.0,804.0,7657.0,492.0,225.0,596.0,246.0,1731.0,572.0,450.0,320.0,230.0,123.0,171.0,567.0,408.0,237.0,251.0,90.0,232.0,75.0,155.0,158.0,100.0,120.0,108.0,7990.0,175.0,389.0,263.0,210.0,1875.0,592.0,436.0,594.0,186.0,197.0,312.0,523.0,489.0,199.0,346.0,133.0,150.0,29.0,174.0,154.0,136.0,198.0,230.0,3.15732172,49.60390006,50.39609994,46.15384615,33.18250377
